id,user,created_at,full_text,retweeted_status,quoted_status,place,source,text,display_text_range,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted,filter_level,lang,timestamp_ms,possibly_sensitive,scopes,liquor_type
1459329956090204160,548036878,2021-11-13T01:19:09+00:00,"***FELV POSITIVE*** Whiskey was dumped by her owner.
She is extremely upset. Whiskey is already spayed but needs dental care. She also tested positive for FELV. She will need to be an only cat or live with other FELV cats. This pretty kitty is waiting https://www.facebook.com/NYCDEATHROWCATS/photos/a.4890214264323700/4928610347150758 https://twitter.com/NYCDEATHROWCATS/status/1459329956090204160/photo/1",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"***FELV POSITIVE*** Whiskey was dumped by her owner.
She is extremely upset. Whiskey is already spayed but needs de… https://t.co/p4IHTqv62Q","[0, 275]",1,,,,,,,0,7,1,92,62,0,0,low,en,,0.0,,whiskey
1465746926708531203,1328344377677135872,2021-11-30T18:17:54+00:00,"Taehyung comes home to an empty house. He locks the door, drags himself to the bedroom to change before he gets himself a glass of whiskey and goes out on the balcony to sit.

He sits on the floor, leaning against the glass of the balcony.

He takes a sip of the whiskey.",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"Taehyung comes home to an empty house. He locks the door, drags himself to the bedroom to change before he gets him… https://t.co/SYQyF6Izp1","[0, 271]",1,1.4657449657917194e+18,1.328344377677136e+18,amyungv,,,,0,1,1,4,754,0,0,low,en,,,,whiskey
1470772441660207112,67055859,2021-12-14T15:07:30+00:00,"@VikeKang_ Yep. That’s why the informed people paid attention and ordered the treatment packs from overseas for backup. And that’s why the regulators are still trying to stop that. If the whiskey, lemon and honey grandma remedy worked on this one they would have banned that too I bet.",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@VikeKang_ Yep. That’s why the informed people paid attention and ordered the treatment packs from overseas for bac… https://t.co/5ZYGTxiAZW,"[11, 285]",1,1.4705242128927457e+18,1.444514491803349e+18,VikeKang_,,,,0,0,2,10,72,0,0,low,en,,,,whiskey
1471038443111124994,24238030,2021-12-15T08:44:30+00:00,"🎉🎈🎊SAFE! 3YO WHITE & GRAY FeLV+ KITTY ""WHISKEY"" HAS BEEN ADOPTED!🎉🎈🎊
▶https://www.facebook.com/mlcsavingnyccats/photos/a.2976524182598377/2965556937028435/?type=3&theater",,1.4593299560902042e+18,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"🎉🎈🎊SAFE! 3YO WHITE &amp; GRAY FeLV+ KITTY ""WHISKEY"" HAS BEEN ADOPTED!🎉🎈🎊
▶https://t.co/O2g1TzbWQe",,0,,,,,,,1,0,1,6,4,0,0,low,en,,0.0,,whiskey
1471086498367877122,1447115701806944262,2021-12-15T11:55:27+00:00,"fictional men who have dark hair, smoke, drink whiskey, wear three piece suits, have a british accent, are in love with a MILF detective oh and are satan",,1.4701387046184714e+18,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"fictional men who have dark hair, smoke, drink whiskey, wear three piece suits, have a british accent, are in love… https://t.co/ZssQp3Wa4T","[0, 153]",1,,,,,,,1,0,4,11,111,0,0,low,en,,,,whiskey
1471115465875406856,395503322,2021-12-15T13:50:33+00:00,"@chaplinscellar is the place to be! The people, the atmosphere, the food and drinks. Have to go and check it out! 

They are so absolutely amazing, we shot out latest short #film 'Doubt buys the whiskey' there.",,1.4711117065669714e+18,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"@chaplinscellar is the place to be! The people, the atmosphere, the food and drinks. Have to go and check it out!… https://t.co/6ETyQFNIcp","[0, 210]",1,,565703332.0,chaplinscellar,,,,1,0,0,1,1,0,0,low,en,,,,whiskey
1471131552289538059,1921084801,2021-12-15T14:54:29+00:00,"@campaignforkate I got my booster in your pharmacy this morning. The staff were so lovely, even after receiving abuse from a nasty customer behind me in the queue, that I had to buy them a bottle of whiskey to add to the pot for their Christmas party. Tell them thanks from me!🎄",,,,f0976f342215a984184a13a54b26877ece8cebba,"@campaignforkate I got my booster in your pharmacy this morning. The staff were so lovely, even after receiving abu… https://t.co/nfIwUyXC0p","[0, 278]",1,,1871710310.0,campaignforkate,,,,0,0,1,1,3,0,0,low,en,,,,whiskey
1471139458313560074,1411788190789287940,2021-12-15T15:25:53+00:00,James Arthur _ Last of the Whiskey 🍾,,,,f0976f342215a984184a13a54b26877ece8cebba,James Arthur _ Last of the Whiskey 🍾,,0,,,,,,,0,0,0,4,2,0,0,low,en,,,,whiskey
1471148250015191045,4186964356,2021-12-15T16:00:50+00:00,"The time has come, our core Silkie Whiskey collection is complete. 
The Midnight Silkie, our smokiest blend yet, will be launched on our Irish online shop at midnight tonight.

#SmokyIrishWhiskey #InspiredByLegend #MidnightSilkie #DrinkResponsibly #NewRelease https://twitter.com/SilkieWhiskey/status/1471148250015191045/photo/1",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"The time has come, our core Silkie Whiskey collection is complete. 
The Midnight Silkie, our smokiest blend yet, wi… https://t.co/rC3RLgew9h","[0, 259]",1,,,,,,,0,3,3,12,56,0,0,low,en,,0.0,,whiskey
1471169156833849350,747871893479391233,2021-12-15T17:23:54+00:00,"Very best of luck to our very own Tim Harris. Who will be rowing across the Atlantic in the Talisker Whiskey Atlantic Challenge for Mindcraft ❤️ 

Learn more here: http://www.themindcraft.co.uk/home https://twitter.com/bigdropbrewco/status/1471169156833849350/photo/1",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,Very best of luck to our very own Tim Harris. Who will be rowing across the Atlantic in the Talisker Whiskey Atlant… https://t.co/N218ulhJHC,"[0, 187]",1,,,,,,,0,0,1,1,5,0,0,low,en,,0.0,,whiskey
1471184461823979521,52599534,2021-12-15T18:24:43+00:00,"Stopped by to see the mad scientists at @UncleJumbosVdk to pick up some of the delightful Niagara Frontier Bourbon Whiskey… and got a private tasting! 

So so so good 🤤 😋 https://twitter.com/GregTompsett/status/1471184461823979521/photo/1",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,Stopped by to see the mad scientists at @UncleJumbosVdk to pick up some of the delightful Niagara Frontier Bourbon… https://t.co/HHrRXOk105,"[0, 170]",1,,,,,,,0,0,1,8,17,0,0,low,en,,0.0,,whiskey
1471184690849751041,340521766,2021-12-15T18:25:38+00:00,A very generous gift from Lough Gill Distillery today. Can't wait to see what their 1st Small Batch #whiskey release is all about! https://twitter.com/Jotterface/status/1471184690849751041/photo/1,,,,f0976f342215a984184a13a54b26877ece8cebba,A very generous gift from Lough Gill Distillery today. Can't wait to see what their 1st Small Batch #whiskey releas… https://t.co/yjqVIJQiWe,"[0, 130]",1,,,,,,,0,1,0,2,4,0,0,low,en,,0.0,,whiskey
1471218334234468357,180392787,2021-12-15T20:39:19+00:00,Smell of whiskey makes me wanna puke 🤮,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,Smell of whiskey makes me wanna puke 🤮,,0,,,,,,,0,3,0,1,0,0,0,low,en,,,,whiskey
1471220644398383104,1421203684088819712,2021-12-15T20:48:30+00:00,stubble kisses stubble kisses stubble kisses that taste like whiskey,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,stubble kisses stubble kisses stubble kisses that taste like whiskey,,0,,,,,,,0,5,10,1,19,0,0,low,en,,,,whiskey
1471221273535598599,36667104,2021-12-15T20:51:00+00:00,"Man, this whiskey is a real shot in the arm https://twitter.com/politicalmath/status/1471221273535598599/photo/1",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"Man, this whiskey is a real shot in the arm https://t.co/0tzIWhEUva","[0, 43]",0,,,,,,,0,3,21,9,245,0,0,low,en,,0.0,,whiskey
1471222283318530051,74986671,2021-12-15T20:55:00+00:00,"Allowing the @USPS to ship spirits direct-to-consumer, where already allowed by other carriers, is a win-win for consumers & distillers. 

Join @SpiritsUnited & urge your legislatures to allow the USPS to ship alcohol where legal https://p2a.co/WSeZyo2
https://www.whiskyadvocate.com/whiskey-delivery-laws-changing/",,,,2feaa4497dbf2f5efce3ede84518b1db6517855c,"Allowing the @USPS to ship spirits direct-to-consumer, where already allowed by other carriers, is a win-win for co… https://t.co/iBjaNtw7LJ","[0, 285]",1,,,,,,,0,0,0,1,3,0,0,low,en,,0.0,,whiskey
1471222305380397062,1217960673239498753,2021-12-15T20:55:06+00:00,Whiskey probably would help https://twitter.com/Crazy_ButCute2/status/1471222305380397062/photo/1,,,,f0976f342215a984184a13a54b26877ece8cebba,Whiskey probably would help https://t.co/KlEiXixwuH,"[0, 27]",0,,,,,,,0,1,16,2,131,0,0,low,en,,0.0,,whiskey
1471224194558005261,352536368,2021-12-15T21:02:36+00:00,"It was a lovely day celebrating our @MUGradSchool and @MUHumanities colleagues with a holiday lunch from @BenDangerously, @TimTimothy87, Theresa Tobin, Drew Kim, and yours truly. Thanks for all you do to support our grant work with @HWW_Consortium. Some whiskey was gifted…💕 https://twitter.com/VileHistorian/status/1471224194558005261/photo/1",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,It was a lovely day celebrating our @MUGradSchool and @MUHumanities colleagues with a holiday lunch from… https://t.co/ncNTwMBVsC,"[0, 274]",1,,,,,,,0,0,1,0,6,0,0,low,en,,0.0,,whiskey
1471227194886303750,224297776,2021-12-15T21:14:31+00:00,"RT @politicalmath: Man, this whiskey is a real shot in the arm https://twitter.com/politicalmath/status/1471221273535598599/photo/1",1.4712212735355986e+18,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"RT @politicalmath: Man, this whiskey is a real shot in the arm https://t.co/0tzIWhEUva",,0,,,,,,,0,0,0,0,0,0,0,low,en,1639602871997,0.0,,whiskey
1471227237034872852,1208470212170960896,2021-12-15T21:14:42+00:00,"@Fangirling_0nly My mom always told me that her dad would mix whiskey, lemon and honey together whenever they were sick. No harm in trying ig 🤷🏻‍♀️",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"@Fangirling_0nly My mom always told me that her dad would mix whiskey, lemon and honey together whenever they were… https://t.co/OjsVCgg7ea","[17, 147]",1,1.4712037273107866e+18,1.2868926048907756e+18,Fangirling_0nly,,,,0,0,0,0,0,0,0,low,en,1639602882046,,,whiskey
1471227386528256004,260801218,2021-12-15T21:15:17+00:00,"Whiskey, Bourbon, Whiskey, Bourbon! 😉 #Haitian",,1.4711712348555346e+18,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"Whiskey, Bourbon, Whiskey, Bourbon! 😉 #Haitian",,0,,,,,,,1,0,0,0,0,0,0,low,en,1639602917688,,,whiskey
1471227445260992520,22441777,2021-12-15T21:15:31+00:00,"John Q Public in Ontario...""Hey I'm going to the LCBO to grab some a rapid Covid test"". His buddy, hearing that, says"" can you grab me a 40 ouncer of whiskey""? Covid truly is driving us to drink! How about giving them out when you get your vaccination?  #VoteFordOut2022",,,43504b43f496e507,f0976f342215a984184a13a54b26877ece8cebba,"John Q Public in Ontario...""Hey I'm going to the LCBO to grab some a rapid Covid test"". His buddy, hearing that, sa… https://t.co/eEvOhas26d","[0, 270]",1,,,,,,,0,0,0,0,0,0,0,low,en,1639602931691,,,whiskey
1471227474210086916,343885694,2021-12-15T21:15:38+00:00,"RT @sachikoko: 🎉🎈🎊SAFE! 3YO WHITE & GRAY FeLV+ KITTY ""WHISKEY"" HAS BEEN ADOPTED!🎉🎈🎊
▶https://www.facebook.com/mlcsavingnyccats/photos/a.2976524182598377/2965556937028435/?type=3&theater",1.471038443111125e+18,1.4593299560902042e+18,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"RT @sachikoko: 🎉🎈🎊SAFE! 3YO WHITE &amp; GRAY FeLV+ KITTY ""WHISKEY"" HAS BEEN ADOPTED!🎉🎈🎊
▶https://t.co/O2g1TzbWQe",,0,,,,,,,1,0,0,0,0,0,0,low,en,1639602938593,0.0,,whiskey
1471227489204813824,731816556,2021-12-15T21:15:42+00:00,"12 DAYS OF BOURBON: DAY 2

Get FREE SHIPPING with the purchase of 2 bottles (or more) of this fantastic pick by @theprimebarrel  https://mailchi.mp/dewinespot/12-days-of-bourbon-day-2 

#bourbon #whiskey #12days #kentucky #holidays #bourbonenthusiast #whisky#singlebarrelclub #singlebarrel #🥃 #🔥 https://twitter.com/DeWineSpotNY/status/1471227489204813824/photo/1",,,,5ebf9f44f6da2fcac430bad2459773bb3f7aed0d,"12 DAYS OF BOURBON: DAY 2

Get FREE SHIPPING with the purchase of 2 bottles (or more) of this fantastic pick by… https://t.co/vmQOLf0MQK","[0, 264]",1,,,,,,,0,0,0,0,0,0,0,low,en,1639602942168,0.0,,whiskey
1471227592871190530,1046245970286182403,2021-12-15T21:16:06+00:00,12-15-2021 15:16:01 https://blastfmsocial.media/SGURadio #RadioSgu 🔊 Morgan Wallen - Whiskey Glasses,,,,891cc303be2e8afd21d99f122c87004bc5bf4c65,12-15-2021 15:16:01 https://t.co/T9Dj1k4RJz #RadioSgu 🔊 Morgan Wallen - Whiskey Glasses,,0,,,,,,,0,0,0,0,0,0,0,low,en,1639602966884,0.0,,whiskey
1471227627750838277,85004008,2021-12-15T21:16:15+00:00,We're gonna need more Whiskey for this crayon-sized problem. https://twitter.com/Tukari_Wolf/status/1471227627750838277/photo/1,,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,We're gonna need more Whiskey for this crayon-sized problem. https://t.co/w0iztSVPtN,"[0, 60]",0,,,,,,,0,0,0,0,0,0,0,low,en,1639602975200,0.0,,whiskey
1471227685296910340,17758307,2021-12-15T21:16:28+00:00,Having an opinion on the internet is dangerous business. Leaves you open to all kinds of slurs. Like being called an alcoholic for having a whiskey every 2 weeks 🤣,,1.4711822332853699e+18,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,Having an opinion on the internet is dangerous business. Leaves you open to all kinds of slurs. Like being called a… https://t.co/d7qFoF0kzN,"[0, 163]",1,,,,,,,1,0,0,0,0,0,0,low,en,1639602988920,,,whiskey
1471227713679605760,33410567,2021-12-15T21:16:35+00:00,@GarysheffieldJr I can't wait for the Whiskey Tango Foxtrot variant..,,,,f0976f342215a984184a13a54b26877ece8cebba,@GarysheffieldJr I can't wait for the Whiskey Tango Foxtrot variant..,"[17, 69]",0,1.471227109423018e+18,249016488.0,GarysheffieldJr,,,,0,0,0,0,0,0,0,low,en,1639602995687,,,whiskey
1471227728716308481,18721332,2021-12-15T21:16:39+00:00,"@humvadev *gazes at the roughly 100+ years of medical transitioning history*
*turns gaze to the hundreds of thousands of years of GNC humans who would fall under the umbrella of ""trans"" one way or another*
*sighs*
*opens whiskey bottle*",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"@humvadev *gazes at the roughly 100+ years of medical transitioning history*
*turns gaze to the hundreds of thousan… https://t.co/QuIPT0yuq4","[10, 236]",1,1.4712247613846405e+18,7.269757320023818e+17,humvadev,,,,0,0,0,0,0,0,0,low,en,1639602999272,,,whiskey
1471227740737216523,1304506855138496514,2021-12-15T21:16:42+00:00,My dadther gets a 2 piece whiskey set lol,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,My dadther gets a 2 piece whiskey set lol,,0,1.4712277392481567e+18,1.3045068551384965e+18,JaePlotinaIII,,,,0,0,0,0,0,0,0,low,en,1639603002138,,,whiskey
1471227754200793090,90319256,2021-12-15T21:16:45+00:00,@MattintheMtns @dmac1043 @KyleClark Not even the same at all. That’s like saying I enjoy whiskey but you suggest I try hot apple juice.,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@MattintheMtns @dmac1043 @KyleClark Not even the same at all. That’s like saying I enjoy whiskey but you suggest I try hot apple juice.,"[36, 135]",0,1.4710965872293192e+18,9.619433522529321e+17,MattintheMtns,,,,0,0,0,0,0,0,0,low,en,1639603005348,,,whiskey
1471227790800392199,1459135044459577377,2021-12-15T21:16:54+00:00,RT @Crazy_ButCute2: Whiskey probably would help https://twitter.com/Crazy_ButCute2/status/1471222305380397062/photo/1,1.471222305380397e+18,,,f0976f342215a984184a13a54b26877ece8cebba,RT @Crazy_ButCute2: Whiskey probably would help https://t.co/KlEiXixwuH,,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603014074,0.0,,whiskey
1471227792792637446,1460667694970195975,2021-12-15T21:16:54+00:00,"@Anybody21465562 @OneBigGrumpyRat @BeccaTheShep @HypnotistSappho Thinking like whiskey,beer vodka",,,,f0976f342215a984184a13a54b26877ece8cebba,"@Anybody21465562 @OneBigGrumpyRat @BeccaTheShep @HypnotistSappho Thinking like whiskey,beer vodka","[65, 97]",0,1.4712275329176904e+18,1.3695096208263496e+18,Anybody21465562,,,,0,0,0,0,0,0,0,low,en,1639603014549,,,whiskey
1471227981649485826,981721270118178817,2021-12-15T21:17:39+00:00,"@PeoplesParty_US For veganog: 
1/2 creamy oatmilk
1/4 langers mango juice
1/4 whiskey, bourbon, or rum
Sprinkle nutmeg
Sprinkle clove
Whoa! 
See you in the drunk tank!",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"@PeoplesParty_US For veganog: 
1/2 creamy oatmilk
1/4 langers mango juice
1/4 whiskey, bourbon, or rum
Sprinkle nut… https://t.co/YgRuwTAuFE","[17, 167]",1,1.4711787457928397e+18,8.114149739855503e+17,PeoplesParty_US,,,,0,0,0,0,0,0,0,low,en,1639603059576,,,whiskey
1471228049282813953,4451819362,2021-12-15T21:17:55+00:00,"Do not disturb, I'm Dingle-ing.
#Whisky #Whiskey #WhiskyOnWednesday https://twitter.com/bogstandarddram/status/1471228049282813953/photo/1",,,,f0976f342215a984184a13a54b26877ece8cebba,"Do not disturb, I'm Dingle-ing.
#Whisky #Whiskey #WhiskyOnWednesday https://t.co/EUji3tcCzX","[0, 67]",0,,,,,,,0,0,0,2,7,0,0,low,en,,0.0,,whiskey
1471228092379123712,728940276996296705,2021-12-15T21:18:05+00:00,"I guess I am not a whiskey person.
Beer for life.",,,,f0976f342215a984184a13a54b26877ece8cebba,"I guess I am not a whiskey person.
Beer for life.",,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603085976,,,whiskey
1471228099681472513,1448712539081220102,2021-12-15T21:18:07+00:00,@PlaytheYtMan @GeneralTwattery He probably doesn’t know he liked it.  He followed me for a week then denied it until I followed him back.  I bet he’s on the whiskey.,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@PlaytheYtMan @GeneralTwattery He probably doesn’t know he liked it.  He followed me for a week then denied it unti… https://t.co/mR2u6cxPvG,"[31, 165]",1,1.4712273942414828e+18,1.467226363786629e+18,PlaytheYtMan,,,,0,0,0,0,0,0,0,low,en,1639603087717,,,whiskey
1471228173715075074,576492852,2021-12-15T21:18:25+00:00,"RT @politicalmath: Man, this whiskey is a real shot in the arm https://twitter.com/politicalmath/status/1471221273535598599/photo/1",1.4712212735355986e+18,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"RT @politicalmath: Man, this whiskey is a real shot in the arm https://t.co/0tzIWhEUva",,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603105368,0.0,,whiskey
1471228176055603209,1168597993051676676,2021-12-15T21:18:25+00:00,"I don’t take my whiskey to extremes, don’t believe in chasin  crazy dreams, my feet are planted firmly on the ground but baby when you come around I get carried away 💕💕",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"I don’t take my whiskey to extremes, don’t believe in chasin  crazy dreams, my feet are planted firmly on the groun… https://t.co/y0fEzeuzvW","[0, 168]",1,,,,,,,0,0,0,0,0,0,0,low,en,1639603105926,,,whiskey
1471228198105010180,1370619596496068613,2021-12-15T21:18:31+00:00,"@SubhumanRacoon I have only tried vodka, tequila, bourbon, whiskey, and Jager meister. I disliked all of them except Vodka and Tequila. I have heard good things about Rum.",,,,f0976f342215a984184a13a54b26877ece8cebba,"@SubhumanRacoon I have only tried vodka, tequila, bourbon, whiskey, and Jager meister. I disliked all of them excep… https://t.co/vTvjTEsMMe","[16, 171]",1,1.4712272731183718e+18,9.831689723160822e+17,SubhumanRacoon,,,,0,0,0,0,0,0,0,low,en,1639603111183,,,whiskey
1471228224449687554,40870793,2021-12-15T21:18:37+00:00,Whiskey bent and hell bound,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,Whiskey bent and hell bound,,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603117464,,,whiskey
1471228265784352788,2897881347,2021-12-15T21:18:47+00:00,@SpacGuru @ThetaWarrior Get yourself some new whiskey glasses sheesh,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,@SpacGuru @ThetaWarrior Get yourself some new whiskey glasses sheesh,"[24, 68]",0,1.471224992868225e+18,2342334844.0,SpacGuru,,,,0,0,0,0,0,0,0,low,en,1639603127319,,,whiskey
1471228377721933839,1413100380267991042,2021-12-15T21:19:14+00:00,"Never heard of it.  I toast Kyle   Rittenhouse with the best!  Crown!  

Whiskey brand wants association with Kyle Rittenhouse to stop https://www.indy100.com/politics/rittenhouse-rye-conservatives-kyle-whiskey-b1970531",,,,574fe4fa937eeb131136f7e3678f32d4ff3078d5,"Never heard of it.  I toast Kyle   Rittenhouse with the best!  Crown!  

Whiskey brand wants association with Kyle… https://t.co/aEjRK6hDBI","[0, 158]",1,,,,,,,0,0,0,0,0,0,0,low,en,1639603154007,0.0,,whiskey
1471228384000856064,2305444380,2021-12-15T21:19:15+00:00,"SNS Saloon Whiskey Wednesday, Happy Hour 1-6p, Lara Ash & Inferno Live Rock & more 7-11p! http://www.sns.vegas https://twitter.com/SaddleNSpurs/status/1471228384000856064/photo/1",,,,ef22bdcbaf9be5b60db28a05006e3f3ebc1fa61d,"SNS Saloon Whiskey Wednesday, Happy Hour 1-6p, Lara Ash &amp; Inferno Live Rock &amp; more 7-11p! https://t.co/QqgeDUIhfA https://t.co/JlMeqZN1mn","[0, 121]",0,,,,,,,0,0,0,0,0,0,0,low,en,1639603155504,0.0,,whiskey
1471228411079233541,2802615899,2021-12-15T21:19:21+00:00,"@Ladychi05 I drink black label, Hansa, Castle, Zambezi, Windhoek, St Louis, Ciders, Wine, Whiskey, Gin....everything",,,,f0976f342215a984184a13a54b26877ece8cebba,"@Ladychi05 I drink black label, Hansa, Castle, Zambezi, Windhoek, St Louis, Ciders, Wine, Whiskey, Gin....everything","[11, 116]",0,1.4712278113188782e+18,67316285.0,Ladychi05,,,,0,0,0,0,0,0,0,low,en,1639603161960,,,whiskey
1471228411578302475,1349797845298245637,2021-12-15T21:19:22+00:00,"⠀

⠀( they paused, golden eyes narrowing. )

   … Very funny.

   ( pouring more whiskey into the other’s glass. )

⠀",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,"⠀

⠀( they paused, golden eyes narrowing. )

   … Very funny.

   ( pouring more whiskey into the other’s glass. )… https://t.co/rF4CpnYY8D","[0, 117]",1,,,,,,,1,0,0,0,0,0,0,low,en,,,,whiskey
1471228415240192000,1440493693174116354,2021-12-15T21:19:22+00:00,making a cake and i put in 1/2 cup of whiskey instead of 3 tablespoons oops,,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,making a cake and i put in 1/2 cup of whiskey instead of 3 tablespoons oops,,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603162952,,,whiskey
1471228446630154247,1470043754304352263,2021-12-15T21:19:30+00:00,"i have a love/hate relationship with callum. however i think it’s hilarious that he could take over the world but instead he chose to stay at a library, drink whiskey and flirt with tristan",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,i have a love/hate relationship with callum. however i think it’s hilarious that he could take over the world but i… https://t.co/Wi3sZAagYi,"[0, 189]",1,,,,,,,0,0,0,0,0,0,0,low,en,1639603170436,,,whiskey
1471228490485800962,1356626027351601153,2021-12-15T21:19:40+00:00,RT @bigdropbrewco: Very best of luck to our very own Tim Harris. Who will be rowing across the Atlantic in the Talisker Whiskey Atlantic Ch…,1.4711691568338493e+18,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,RT @bigdropbrewco: Very best of luck to our very own Tim Harris. Who will be rowing across the Atlantic in the Talisker Whiskey Atlantic Ch…,,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603180892,,,whiskey
1471228490540273666,30914606,2021-12-15T21:19:40+00:00,"SNS Saloon Whiskey Wednesday, Happy Hour 1-6p, Lara Ash & Inferno Live Rock & more 7-11p! http://www.sns.vegas https://twitter.com/bobbykingston/status/1471228490540273666/photo/1",,,,ef22bdcbaf9be5b60db28a05006e3f3ebc1fa61d,"SNS Saloon Whiskey Wednesday, Happy Hour 1-6p, Lara Ash &amp; Inferno Live Rock &amp; more 7-11p! https://t.co/yXtEDOxA3h https://t.co/xF2yWcwHK8","[0, 121]",0,,,,,,,0,0,0,0,0,0,0,low,en,1639603180905,0.0,,whiskey
1471228656123092994,830855582,2021-12-15T21:20:20+00:00,@bobbybullspoo Let it go cold and mix it with whiskey. Itll be fine,,,,f0976f342215a984184a13a54b26877ece8cebba,@bobbybullspoo Let it go cold and mix it with whiskey. Itll be fine,"[15, 67]",0,1.471155447054975e+18,1.2366667064053391e+18,bobbybullspoo,,,,0,0,0,0,0,0,0,low,en,1639603220383,,,whiskey
1471228711085096964,161186565,2021-12-15T21:20:33+00:00,@jaidatruck @SavagelyRandom Whiskey Vodka Lager Cider Buttigieg,,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,@jaidatruck @SavagelyRandom Whiskey Vodka Lager Cider Buttigieg,"[28, 63]",0,1.4712215240488796e+18,3407022849.0,jaidatruck,,,,0,0,0,0,0,0,0,low,en,1639603233487,,,whiskey
1471228758527025154,1118607406240452609,2021-12-15T21:20:44+00:00,"‘Whiskey’ By: Maroon 5, A$AP Rocky is a good song to run to",,,,65e6b928df8d83bda73cd8b828f7fa6c260217e9,"‘Whiskey’ By: Maroon 5, A$AP Rocky is a good song to run to",,0,,,,,,,0,0,0,0,0,0,0,low,en,1639603244798,,,whiskey
1471228799002062848,1393244853132271619,2021-12-15T21:20:54+00:00,"@MarcusBeam1 I actually thought it was just called Rittenhouse and existed long before him, did someone actually name whiskey after him?

The pun was a bit dark but funny 😅",,,,f0976f342215a984184a13a54b26877ece8cebba,"@MarcusBeam1 I actually thought it was just called Rittenhouse and existed long before him, did someone actually na… https://t.co/rOLVFJEpg7","[13, 172]",1,1.471228066160681e+18,1.2411821293268255e+18,MarcusBeam1,,,,0,0,0,0,0,0,0,low,en,1639603254448,,,whiskey
1471228883651469317,756945000366219264,2021-12-15T21:21:14+00:00,"@gi66le_tits @humvadev Whiskey is meant to be enjoyed, I'd prefer to open something else.",,,,1f89d6a41b1505a3071169f8d0d028ba9ad6f952,"@gi66le_tits @humvadev Whiskey is meant to be enjoyed, I'd prefer to open something else.","[23, 89]",0,1.4712277287163085e+18,18721332.0,gi66le_tits,,,,0,0,0,0,0,0,0,low,en,1639603274630,,,whiskey
1471228889976369152,956413209346326528,2021-12-15T21:21:16+00:00,"“After some long talks with coach and a couple bottles of whiskey I am looking forward to going to Gibbons and turning the ship around, Gibbons is a great hockey community and I’m excited to get in there and be apart of it. I would like to extend my dearest",,,,95f3aaaddaa45937ac94765e0ddb68ba2be92d20,“After some long talks with coach and a couple bottles of whiskey I am looking forward to going to Gibbons and turn… https://t.co/ywXURsPjdq,"[0, 257]",1,1.4712284767912755e+18,9.564132093463265e+17,Marcelgonch57,,,,0,0,0,0,0,0,0,low,en,1639603276138,,,whiskey
